seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
314,1,500,0,2700,0,682,0.9941,True,0,0,699,0.9986,True,0,0,648,0.9969,True,0,0,671,0.9955,True,0,0
314,2,700,0,636,0,166,0.988,True,0,0,160,0.9812,True,0,0,151,0.9934,True,0,0,159,0.9874,True,0,0
314,3,900,4,94,1,25,1.0,True,1,4,29,1.0,True,1,1,20,1.0,True,1,1,20,1.0,True,1,1
314,4,1100,4,45,4,13,1.0,True,1,4,13,0.8462,True,0,3,11,0.5455,True,1,3,8,0.75,True,1,1
314,5,1300,4,31,4,5,1.0,True,0,4,8,1.0,True,0,3,8,1.0,True,0,3,10,1.0,True,0,1
314,6,1500,3,35,4,5,0.8,True,0,4,8,1.0,True,0,3,16,0.5625,True,0,3,6,1.0,True,0,1
314,7,1700,4,36,4,10,1.0,True,0,4,7,1.0,True,0,3,12,1.0,True,0,4,7,1.0,True,1,1
314,8,1900,4,25,4,9,1.0,True,0,4,4,1.0,False,0,4,8,1.0,True,1,4,4,1.0,False,0,0
314,9,2100,4,31,4,4,0.75,False,0,4,10,0.9,True,0,4,10,1.0,True,0,4,7,0.7143,True,0,0
314,10,2300,4,34,4,5,1.0,True,0,4,8,0.625,True,0,4,9,0.8889,True,0,4,12,1.0,True,0,0
314,11,2500,4,38,4,7,0.8571,True,0,4,10,0.8,True,0,4,10,1.0,True,0,4,11,0.8182,True,0,0
314,12,2700,4,34,4,6,1.0,True,0,4,12,1.0,True,0,4,8,1.0,True,0,4,8,1.0,True,0,0
314,13,2900,4,30,4,7,1.0,True,0,4,9,1.0,True,0,4,8,1.0,True,0,4,6,1.0,True,0,0
314,14,3100,3,40,4,7,1.0,True,0,4,9,1.0,True,0,4,14,1.0,True,0,4,10,1.0,True,0,1
314,15,3300,4,35,4,10,1.0,True,0,4,10,1.0,True,0,4,10,1.0,True,0,4,5,1.0,True,0,0
314,16,3500,4,22,4,6,1.0,True,0,4,10,0.9,True,0,4,3,0.6667,False,0,4,3,1.0,False,0,0
314,17,3700,4,21,4,5,1.0,True,0,4,6,0.6667,True,0,4,6,0.8333,True,0,4,4,0.75,False,0,0
314,18,3900,4,16,4,6,1.0,True,0,4,2,1.0,False,0,4,5,1.0,True,0,4,3,1.0,False,0,0
314,19,4100,4,25,4,6,0.8333,True,0,4,6,0.6667,True,0,4,8,1.0,True,0,4,5,1.0,True,0,0
314,20,4300,4,27,4,8,0.875,True,0,4,6,1.0,True,0,4,11,0.6364,True,0,4,2,1.0,False,0,0
314,21,4500,4,37,4,4,1.0,False,0,4,5,1.0,True,0,4,13,0.8462,True,0,4,15,0.8,True,0,0
314,22,4700,4,38,4,7,0.7143,True,0,4,6,0.6667,True,0,4,13,0.8462,True,0,4,12,1.0,True,0,0
314,23,4900,4,38,4,7,1.0,True,0,4,7,1.0,True,0,4,13,1.0,True,0,4,11,1.0,True,0,0
314,24,5100,4,43,4,7,1.0,True,0,4,10,1.0,True,0,4,14,0.9286,True,0,4,12,1.0,True,0,0
314,25,5300,4,34,4,12,0.9167,True,0,4,8,1.0,True,0,4,4,1.0,False,0,4,10,1.0,True,0,0
