seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
42,1,432,11.2456,389,10.9343,364,9.6858,444,13.1145,364,11.5358,376,10.4439
42,2,415,12.1152,363,9.7806,384,11.0598,410,11.2041,352,10.4569,352,9.5648
42,3,426,11.5118,398,10.7123,395,11.1048,390,10.6874,339,9.2069,378,10.6524
42,4,387,10.3041,388,10.4137,334,9.7843,409,11.4962,369,10.1097,417,12.472
42,5,388,10.4922,440,12.4058,378,10.7274,373,9.6908,393,10.2745,363,10.1089
42,6,447,13.8157,422,11.4152,403,11.2387,386,10.4515,357,9.5538,388,9.9787
42,7,405,10.9014,416,11.502,370,10.0742,390,11.0536,397,10.2476,334,9.2106
42,8,404,11.224,409,12.0153,354,9.6115,376,9.0823,389,10.4567,366,10.4145
42,9,376,10.5906,398,10.7109,383,10.4271,394,10.5731,393,10.9674,385,10.1385
42,10,394,11.1447,398,10.2778,343,9.6778,392,11.4106,361,11.5479,374,10.3605
42,11,404,11.087,410,11.3796,325,8.7539,388,9.6667,358,9.4174,377,9.7266
42,12,383,10.4425,373,11.2227,380,10.8233,399,11.5855,386,10.9744,385,12.1607
42,13,405,10.7014,384,10.32,354,9.5852,434,13.6005,351,10.6021,363,11.9276
42,14,418,11.7883,385,10.745,368,9.941,385,10.3975,366,10.8524,370,10.3789
42,15,416,11.649,395,11.7933,377,10.4754,389,11.3451,353,9.6451,403,11.66
42,16,408,12.1295,408,12.2454,374,10.0756,387,11.1359,370,9.8884,358,9.5966
42,17,414,10.9966,388,10.9184,401,11.0689,394,11.2055,357,9.5319,369,9.8147
42,18,426,13.7708,405,12.5357,378,10.7538,384,10.4434,354,10.7812,349,10.3111
42,19,400,11.5968,392,11.2061,378,11.4704,380,10.1419,350,9.6124,370,10.7512
42,20,387,10.4806,383,11.1847,381,10.5104,385,10.6216,361,9.8475,367,11.9744
42,21,399,10.9127,416,12.3219,363,10.1497,353,9.0948,365,9.7482,362,10.6032
42,22,418,11.2389,426,12.1647,391,10.5913,370,10.3455,395,11.6989,372,10.3626
42,23,440,12.0759,410,11.3574,362,10.243,350,9.1037,351,9.4654,372,9.9929
42,24,383,10.3411,391,10.8506,377,10.2208,385,10.3496,348,9.4463,386,10.2461
42,25,360,9.6729,392,10.4777,358,9.1643,368,10.1758,343,9.5984,338,9.4929
